"city_source","ADM2_source","ADM1_source","country_source","country_code_source","city_destination","ADM2_destination","ADM1_destination","country_destination","country_code_destination","travel_advisor","travel_advisor_type","travel_restriction_date","travel_restriction_date_end","strict_restrictions","notes","tr_source1","accessed_date1","who_by1","tr_source2","accessed_date2","who_by2"
NA,NA,NA,"Latvia","LV",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Lithuania","LT",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Luxembourg","LU",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Malta","MT",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Netherlands","NL",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Poland","PL",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Portugal","PT",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Romania","RO",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Slovakia","SK",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Slovenia","SI",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Spain","ES",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Sweden","SE",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Hong Kong","HK",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Iran","IR",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Japan","JP",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"South Korea","KR",NA,NA,NA,"Belize","BZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers who have been in a European country, China (People's Rep.), Hong Kong (SAR China), Iran, Japan or Korea (Rep.) in the past 30 days, are not allowed to enter Belize. This does not apply to nationals and residents of Belize.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"Benin","BJ",NA,NA,2020-03-11,NA,"self-isolate on arrival","Passengers who have been in Coronavirus (COVID-19) affected countries are subject to self-quarantine for 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-14,"CAS",NA,NA,NA
NA,NA,NA,"China","CN",NA,NA,NA,"Bermuda","BM",NA,NA,2020-02-07,NA,"self-isolate on arrival","Direct flights from China: The Government of Bermuda has put a restriction on direct flights from China. Given current commercial routes, this affects only private/corporate aircrafts. Residents of Bermuda: Travel to mainland China should be avoided at this time due to the risk of the novel coronavirus. Residents returning from mainland China will undergo a travel risk assessment and may be subject to movement restriction and health monitoring for up to 14 days. Visitors to Bermuda: If you have spent any time in mainland China in the past 14 days, travel to Bermuda is discouraged. Arriving visitors will undergo a travel risk assessment by a Health Officer. Depending on risk assessment, they may have their health monitored and movement on island restricted for up to 14 days.","http://bernews.com/2020/02/people-urged-to-not-travel-to-mainland-china/",2020-02-25,"CAS",NA,NA,NA
NA,NA,NA,"Hong Kong","HK",NA,NA,NA,"Bermuda","BM",NA,NA,2020-03-06,NA,"self-isolate on arrival","Passengers who have been in China (People's Rep.), Chinese Taipei, Iran, Italy (northern regions), Hong Kong (SAR China), Japan, Korea (Rep.), Macao (SAR China), Malaysia, Singapore, Thailand or Vietnam in the past 14 days are subject to quarantine for a minimum of 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-14,"CAS",NA,NA,NA
NA,NA,NA,"Iran","IR",NA,NA,NA,"Bermuda","BM",NA,NA,2020-03-06,NA,"self-isolate on arrival","Passengers who have been in China (People's Rep.), Chinese Taipei, Iran, Italy (northern regions), Hong Kong (SAR China), Japan, Korea (Rep.), Macao (SAR China), Malaysia, Singapore, Thailand or Vietnam in the past 14 days are subject to quarantine for a minimum of 14 days.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-14,"CAS",NA,NA,NA
