,GID_0,NAME_0,GID_1,NL_NAME_0,NAME_1,NL_NAME_1,NL_Name_1_short,GID_2,NAME_2,VARNAME_2,NL_NAME_2,NL_NAME_2_short,TYPE_2,ENGTYPE_2,HASC_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,NL_NAME_3_short,TYPE_3,NL_NAME_4,ENGTYPE_3,CC_3,HASC_3,manual_addition,flags
184510,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.4_1,Fengxiang,Fèngxiáng,凤翔县,,Xiàn,,County,NA,NA,autofill,
184589,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.5_1,Fufeng,Fúfēng,扶风县,,Xiàn,,County,NA,NA,autofill,
184360,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.6_1,Linyou,Línyóu,麟游县,,Xiàn,,County,NA,NA,autofill,
184281,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.7_1,Long,Lǒng,陇县,,Xiàn,,County,NA,NA,autofill,
184759,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.8_1,Mei,Méi,眉县,,Xiàn,,County,NA,NA,autofill,
184383,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.9_1,Qianyang,Qiānyáng,千阳县,,Xiàn,,County,NA,NA,autofill,
184586,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.10_1,Qishan,Qíshān,岐山县,,Xiàn,,County,NA,NA,autofill,
184821,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.2_1,Baoji,,宝鸡市,宝鸡,,,,CHN.22.2.11_1,Taibai,Tàibái,太白县,,Xiàn,,County,NA,NA,autofill,
191719,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.1_1,Baoshan,,保山市,保山,,,,CHN.30.1.1_1,Baoshan,NA,NA,,Xiàn,,County,NA,NA,manual_addition,
192031,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.1_1,Baoshan,,保山市,保山,,,,CHN.30.1.2_1,Changning,Chāngníng,昌宁县,,Xiàn,,County,NA,NA,manual_addition,
192681,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.1_1,Baoshan,,保山市,保山,,,,CHN.30.1.3_1,Longling,Lónglíng,龙陵县,,Xiàn,,County,NA,NA,autofill,
192382,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.1_1,Baoshan,,保山市,保山,,,,CHN.30.1.4_1,Shidian,Shīdiàn,施甸县,,Xiàn,,County,NA,NA,autofill,
191528,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.1_1,Baoshan,,保山市,保山,,,,CHN.30.1.5_1,Tengchong,Téngchōng,腾冲县,,Xiàn,,County,NA,NA,autofill,
181848,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.2_1,Baotou,,包头市,包头,,,,CHN.19.2.1_1,Baotou,NA,NA,,Shìxiáqū,,District,NA,NA,autofill,
181560,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.2_1,Baotou,,包头市,包头,,,,CHN.19.2.2_1,Darhan Muminggan Lia,Dá'ěrhǎn Màomíng'ān,达尔罕茂明安,,Xiàn,,County,NA,NA,autofill,
181709,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.2_1,Baotou,,包头市,包头,,,,CHN.19.2.3_1,Guyang,Gùyáng,固阳县,,Xiàn,,County,NA,NA,autofill,
,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.2_1,Baotou,,包头市,包头,,,,,Donghe,,包头市东河区,,,,District,NA,NA,manual_addition,
181617,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.1_1,Bohu,Bóhú,博湖县,,Xiàn,,County,NA,NA,autofill,
181426,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.2_1,Hejing,Héjìng,和静县,,Xiàn,,County,NA,NA,autofill,
181545,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.3_1,Hoxud,Héshuò,和硕县,,Xiàn,,County,NA,NA,autofill,
181621,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.4_1,Korla,NA,NA,,Zizhiqu,,County,NA,NA,autofill,
181589,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.5_1,Luntai,Lúntái,轮台县,,Xiàn,,County,NA,NA,autofill,
181990,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.6_1,Qiemo,Qiěmò,且末县,,Xiàn,,County,NA,NA,autofill,
181737,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.7_1,Ruoqiang,Ruòqiāng,若羌县,,Xiàn,,County,NA,NA,autofill,
181619,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.8_1,Yanqi Hui,Yānqí Huízú,焉耆回族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
181687,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.3_1,Bayin'gholin Mongol,,巴音郭愣蒙古自治州,巴音,,,,CHN.28.3.9_1,Yuli,Yùlí,尉犁县,,Xiàn,,County,NA,NA,autofill,
181814,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.3_1,Baynnur,,巴彦淖尔市,巴彦淖尔,,,,CHN.19.3.1_1,Dengkou,Dèngkǒu,磴口县,,Xiàn,,County,NA,NA,manual_addition,
181759,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.3_1,Baynnur,,巴彦淖尔市,巴彦淖尔,,,,CHN.19.3.2_1,Haibowan,Hǎibówān,海勃湾区,,Shìxiáqū,,District,NA,NA,manual_addition,
181746,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.3_1,Baynnur,,巴彦淖尔市,巴彦淖尔,,,,CHN.19.3.3_1,Linhe,Línhé,临河区,,Shìxiáqū,,District,NA,NA,manual_addition,
181601,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.3_1,Baynnur,,巴彦淖尔市,巴彦淖尔,,,,CHN.19.3.4_1,Urad Back,Wūlātè Hòu,乌拉特后旗,,Qí,,Banner,NA,NA,manual_addition,
181750,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.3_1,Baynnur,,巴彦淖尔市,巴彦淖尔,,,,CHN.19.3.5_1,Urad Front,Wūlātè Qián,乌拉特前旗,,Qí,,Banner,NA,NA,manual_addition,
181592,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.3_1,Baynnur,,巴彦淖尔市,巴彦淖尔,,,,CHN.19.3.6_1,Urad Middle,Wūlātè Zhōng,乌拉特中旗,,Qí,,Banner,NA,NA,manual_addition,
181745,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.3_1,Baynnur,,巴彦淖尔市,巴彦淖尔,,,,CHN.19.3.7_1,Wuyuan,Wǔyuán,五原县,,Xiàn,,County,NA,NA,manual_addition,
185513,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.1_1,Bazhong,,巴中市,巴中,,,,CHN.26.1.1_1,Bazhong,Bāzhōng,巴中区,,Shìxiáqū,,District,NA,NA,autofill,
185349,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.1_1,Bazhong,,巴中市,巴中,,,,CHN.26.1.2_1,Nanjiang,NA,NA,,Xiàn,,County,NA,NA,autofill,
185562,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.1_1,Bazhong,,巴中市,巴中,,,,CHN.26.1.3_1,Pingchang,Píngchāng,平昌县,,Xiàn,,County,NA,NA,autofill,
185403,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.1_1,Bazhong,,巴中市,巴中,,,,CHN.26.1.4_1,Tongjiang,Tōngjiāng,通江县,,Xiàn,,County,NA,NA,autofill,
200547,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.2_1,Beihai,,北海市,北海,,,,CHN.7.2.1_1,Beihai,NA,NA,北海,Xiànjíshì,,County City,NA,NA,google translate,
198439,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.2_1,Beihai,,北海市,北海,,,,CHN.7.2.2_1,Hepu,Hépǔ,合浦县,,Xiàn,,County,NA,NA,google translate,
182046,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.1_1,Beijing,Běijīng,北京|北京,,Zhíxiáshì,,Municipality,NA,NA,autofill,
181963,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.2_1,Changping,Chāngpíng,昌平区,昌平,Shìxiáqū,,District,NA,NA,autofill,
182139,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.3_1,Daxing,Dàxīng,大兴区,大兴,Shìxiáqū,,District,NA,NA,autofill,
182110,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.4_1,Fangshan,Fángshān,房山区,,Shìxiáqū,,District,NA,NA,autofill,
181791,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.5_1,Huairou,Huáiróu,怀柔区,怀柔,Shìxiáqū,,District,NA,NA,autofill,
182037,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.6_1,Mentougou,Méntóugōu,门头沟区,门头沟,Shìxiáqū,,District,NA,NA,autofill,
181850,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.7_1,Miyun,Mìyún,密云县,,Xiàn,,County,NA,NA,autofill,
181964,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.8_1,Pinggu,Pínggǔ,平谷区,,Shìxiáqū,,District,NA,NA,autofill,
181992,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.9_1,Shunyi,Shùnyì,顺义区,顺义,Shìxiáqū,,District,NA,NA,manual_addition,
182076,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.10_1,Tongzhou,Tōngzhōu,通州区,通州,Shìxiáqū,,District,NA,NA,autofill,
181853,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,CHN.2.1.11_1,Yanqing,Yánqìng,延庆县,延庆区,Xiàn,,County,NA,NA,autofill,
,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,,Xicheng,,西城区,西城,,,District,NA,NA,manual_addition,
,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,,Haidian,,海淀区,海淀,,,District,NA,NA,manual_addition,
,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,,Shijingshan,,石景山区,石景山,,,District,NA,NA,manual_addition,
,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,,Dongcheng,,东城区,东城,,,District,NA,NA,manual_addition,
,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,北京|北京,北京,,,,,Fengtai,,丰台区,,,,District,NA,NA,manual_addition,
,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,,,,,,,Foreigners,,外地来津人员,外地来京人员,,,imported,,,manual_addition,
,CHN,China,CHN.2_1,,Beijing,北京|北京,北京市,CHN.2.1_1,Beijing,,,,,,,,Imported from Wuhan,,武汉来京人员,,,,imported,,,manual_addition,
185270,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.2_1,Bengbu,,蚌埠市,蚌埠,,,,CHN.1.2.1_1,Bengbu,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
185100,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.2_1,Bengbu,,蚌埠市,蚌埠,,,,CHN.1.2.2_1,Guzhen,Gùzhèn,固镇县,,Xiàn,,County,NA,NA,autofill,
185171,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.2_1,Bengbu,,蚌埠市,蚌埠,,,,CHN.1.2.3_1,Huaiyuan,Huáiyuǎn,怀远县,,Xiàn,,County,NA,NA,autofill,
185156,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.2_1,Bengbu,,蚌埠市,蚌埠,,,,CHN.1.2.4_1,Wuhe,Wǔhé,五河县,,Xiàn,,County,NA,NA,autofill,
181705,CHN,China,CHN.18_1,,Liaoning,遼寧|辽宁,辽宁省,CHN.18.2_1,Benxi,,本溪市,本溪,,,,CHN.18.2.1_1,Benxi,NA,NA,,Shìxiáqū,,District,NA,NA,autofill,
181699,CHN,China,CHN.18_1,,Liaoning,遼寧|辽宁,辽宁省,CHN.18.2_1,Benxi,,本溪市,本溪,,,,CHN.18.2.2_1,Benxi Manchu,Běnxī Mǎnzú,本溪满族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
181698,CHN,China,CHN.18_1,,Liaoning,遼寧|辽宁,辽宁省,CHN.18.2_1,Benxi,,本溪市,本溪,,,,CHN.18.2.3_1,Huanren Manchu,Huánrén Mǎnzú,桓仁满族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
188398,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.1_1,Bijie,Bìjié,毕节市,,Xiànjíshì,,County City,NA,NA,autofill,
188786,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.2_1,Dafang,Dàfāng,大方县,,Xiàn,,County,NA,NA,autofill,
189094,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.3_1,Hezhang,Hèzhāng,赫章县,,Xiàn,,County,NA,NA,autofill,
188453,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.4_1,Jinsha,Jīnshā,金沙县,,Xiàn,,County,NA,NA,autofill,
189751,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.5_1,Nayong,Nàyōng,纳雍县,,Xiàn,,County,NA,NA,autofill,
189333,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.6_1,Qianxi,Qiánxī,黔西县,,Xiàn,,County,NA,NA,autofill,
189150,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.7_1,"Weining Yi, Hui and Miao",Wēiníng Yízú Huízú Miáozú,威宁彝族回族苗族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
190140,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.2_1,Bijie,,毕节地区,毕节,,,,CHN.8.2.8_1,Zhijin,Zhījīn,织金县,,Xiàn,,County,NA,NA,autofill,
182908,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.1_1,Binzhou,,滨州,滨州,,,,CHN.23.1.1_1,Binxian,NA,NA,,Xiàn,,County,NA,NA,autofill,
183037,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.1_1,Binzhou,,滨州,滨州,,,,CHN.23.1.2_1,Boxing,Bóxīng,博兴县,,Xiàn,,County,NA,NA,autofill,
182928,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.1_1,Binzhou,,滨州,滨州,,,,CHN.23.1.3_1,Huimin,Huìmín,惠民县,,Xiàn,,County,NA,NA,autofill,
182634,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.1_1,Binzhou,,滨州,滨州,,,,CHN.23.1.4_1,Wudi,Wúdì,无棣县,,Xiàn,,County,NA,NA,autofill,
182856,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.1_1,Binzhou,,滨州,滨州,,,,CHN.23.1.5_1,Yangxin,Yángxìn,阳信县,,Xiàn,,County,NA,NA,autofill,
182677,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.1_1,Binzhou,,滨州,滨州,,,,CHN.23.1.6_1,Zhanhua,Zhānhuà,沾化县,,Xiàn,,County,NA,NA,autofill,
183070,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.1_1,Binzhou,,滨州,滨州,,,,CHN.23.1.7_1,Zouping,Zōupíng,邹平县,,Xiàn,,County,NA,NA,autofill,
181214,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.4_1,Börtala Mongol,,博尔塔拉蒙古自治州,博尔,,,,CHN.28.4.1_1,Bole,Bólè,博乐市,,Xiànjíshì,,County City,NA,NA,autofill,
181234,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.4_1,Börtala Mongol,,博尔塔拉蒙古自治州,博尔,,,,CHN.28.4.2_1,Jinghe,Jīnghé,精河县,,Xiàn,,County,NA,NA,autofill,
181223,CHN,China,CHN.28_1,,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,新疆维吾尔自治区,CHN.28.4_1,Börtala Mongol,,博尔塔拉蒙古自治州,博尔,,,,CHN.28.4.3_1,Wenquan,Wēnquán,温泉县,,Xiàn,,County,NA,NA,autofill,
184859,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.3_1,Bozhou,,亳州市,亳州,,,,CHN.1.3.1_1,Boxian,NA,NA,,Xiàn,,County,NA,NA,autofill,
184957,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.3_1,Bozhou,,亳州市,亳州,,,,CHN.1.3.2_1,Guoyang,NA,NA,,Xiàn,,County,NA,NA,autofill,
185140,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.3_1,Bozhou,,亳州市,亳州,,,,CHN.1.3.3_1,Lixin,Lìxīn,利辛县,,Xiàn,,County,NA,NA,autofill,
185102,CHN,China,CHN.1_1,,Anhui,安徽|安徽,安徽省,CHN.1.3_1,Bozhou,,亳州市,亳州,,,,CHN.1.3.4_1,Mengcheng,Méngchéng,蒙城县,,Xiàn,,County,NA,NA,autofill,
182527,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.1_1,Cang,Cāng,沧县,,Xiàn,,County,NA,NA,autofill,
182579,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.2_1,Cangzhou,NA,NA,,Xiàn,,County,NA,NA,autofill,
182734,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.3_1,Dongguang,Dōngguāng,东光县,,Xiàn,,County,NA,NA,autofill,
182624,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.4_1,Haixing,Hǎixīng,海兴县,,Xiàn,,County,NA,NA,autofill,
182472,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.5_1,Hejian,Héjiān,河间市,,Xiànjíshì,,County City,NA,NA,autofill,
182475,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.6_1,Huanghua,Huánghuá,黄骅市,,Xiànjíshì,,County City,NA,NA,autofill,
182649,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.7_1,Jiaohe,NA,NA,,Xiàn,,County,NA,NA,autofill,
182640,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.8_1,Mengcun Hui,Mèngcūn Huízú,孟村回族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
182661,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.9_1,Nanpi,Nánpí,南皮县,,Xiàn,,County,NA,NA,autofill,
182449,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.10_1,Qing,NA,NA,,Xiàn,,County,NA,NA,autofill,
182389,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.11_1,Renqiu,Rénqiū Shì not Rèn,任丘市,,Xiànjíshì,,County City,NA,NA,autofill,
182526,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.12_1,Suning,Sùníng,肃宁县,,Xiàn,,County,NA,NA,autofill,
182816,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.13_1,Wuqiao,Wúqiáo,吴桥县,,Xiàn,,County,NA,NA,autofill,
182591,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.14_1,Xian,Xìàn,献县,,Xiàn,,County,NA,NA,autofill,
182691,CHN,China,CHN.10_1,,Hebei,河北,河北省,CHN.10.2_1,Cangzhou,,沧州市,沧州,,,,CHN.10.2.15_1,Yanshan,Yánshān,盐山县,,Xiàn,,County,NA,NA,autofill,
185676,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.1_1,Banbar,Biānbà,边坝县,,Xiàn,,County,NA,NA,manual_addition,
185775,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.2_1,Baxoi,Bāsù,八宿县,,Xiàn,,County,NA,NA,manual_addition,
185439,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.3_1,Dêngqên,Dīngqīng,丁青县,,Xiàn,,County,NA,NA,manual_addition,
185730,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.4_1,Gonjo,Gòngjué,贡觉县,,Xiàn,,County,NA,NA,manual_addition,
185404,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.5_1,Jomdo,Jiāngdá,江达县,,Xiàn,,County,NA,NA,manual_addition,
185741,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.6_1,Lhorong,Luòlóng,洛隆县,,Xiàn,,County,NA,NA,manual_addition,
185936,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.7_1,Markam,Mángkāng,芒康县,,Xiàn,,County,NA,NA,manual_addition,
185526,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.8_1,Qamdo,Chāngdū,昌都县,,Xiàn,,County,NA,NA,manual_addition,
185541,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.9_1,Riwoqê,Lèiwūqí,类乌齐县,,Xiàn,,County,NA,NA,manual_addition,
185784,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.1_1,Chamdo,,昌都地区,昌都,,,,CHN.29.1.10_1,Zhag'yab,Cháyǎ,察雅县,,Xiàn,,County,NA,NA,manual_addition,
