"Date","AK","AZ","CA","CO","HI","ID","MT","NM","NV","OR","UT","WA","WY","IA","IL","IN","KS","MI","MN","MO","ND","NE","OH","OK","SD","WI","AL","AR","FL","GA","KY","LA","MS","NC","SC","TN","TX","VA","WV","CT","DC","DE","MA","MD","ME","NH","NJ","NY","PA","RI","VT","GU","MP","PR","VI","deaths_New","deaths_Cml","time_last_update"
2020-06-01,NA,11,38,13,NA,1,NA,6,NA,1,NA,6,NA,4,22,9,9,25,10,3,NA,8,51,NA,NA,3,1,NA,9,13,8,4,5,12,6,3,6,8,NA,20,2,2,48,20,NA,NA,23,54,12,2,NA,NA,NA,NA,NA,478,98437,NA
2020-06-02,NA,24,35,16,NA,NA,NA,5,1,3,NA,5,1,21,113,46,NA,37,22,8,4,3,52,5,NA,12,14,3,70,47,3,34,28,23,1,14,20,18,2,8,2,5,50,43,5,11,49,64,100,12,NA,NA,NA,2,NA,1039,99476,NA
2020-06-03,NA,40,75,20,NA,NA,NA,8,9,2,4,6,NA,9,96,10,5,17,14,3,1,6,41,2,NA,9,7,6,36,21,8,35,15,18,17,7,36,22,1,17,3,2,68,45,1,9,110,56,75,10,NA,NA,NA,2,NA,1004,100480,NA
2020-06-04,NA,15,61,18,NA,NA,NA,8,NA,NA,NA,3,NA,13,115,20,NA,25,29,3,NA,1,40,3,2,10,NA,9,41,24,7,13,12,21,7,13,33,16,NA,18,2,11,50,27,NA,8,90,54,75,14,NA,NA,NA,NA,NA,909,101389,NA
2020-06-05,NA,16,63,12,NA,NA,1,4,4,2,3,11,NA,11,59,26,10,21,33,10,5,NA,16,1,1,7,21,1,53,27,9,29,9,6,13,7,21,12,4,31,4,2,35,34,3,5,79,42,69,16,NA,NA,NA,1,NA,849,102238,NA
2020-06-06,NA,30,74,3,NA,NA,NA,5,4,2,1,4,NA,7,69,32,NA,36,22,10,1,2,15,2,NA,12,13,2,28,14,3,13,8,26,7,9,31,7,2,17,4,2,55,36,NA,5,57,37,45,NA,NA,NA,NA,1,NA,725,102963,NA
2020-06-07,NA,2,67,NA,NA,NA,NA,4,1,1,NA,6,NA,6,40,11,NA,4,16,NA,NA,NA,7,1,NA,2,3,NA,12,20,NA,11,6,4,1,1,11,12,NA,16,6,8,27,9,1,3,70,47,12,NA,NA,NA,NA,NA,NA,448,103411,NA
2020-06-08,NA,3,27,16,NA,NA,NA,4,4,NA,3,2,NA,5,20,14,4,17,11,10,NA,NA,27,NA,NA,1,26,1,12,28,2,6,20,10,11,3,6,4,NA,13,2,NA,38,28,NA,NA,38,40,10,27,NA,NA,NA,NA,NA,491,103902,NA
2020-06-09,1,23,44,10,NA,2,NA,4,2,5,3,15,NA,16,94,23,NA,25,20,21,NA,3,17,5,3,15,11,6,53,77,5,13,10,23,11,14,17,18,NA,13,4,12,38,33,1,8,89,49,61,9,NA,NA,NA,NA,NA,926,104828,NA
2020-06-10,NA,25,79,20,NA,NA,NA,6,4,NA,1,14,1,4,77,15,4,13,19,8,1,4,36,2,1,10,14,4,36,44,7,11,21,24,7,1,32,17,1,23,4,3,45,33,NA,7,74,56,48,4,NA,NA,NA,1,NA,861,105689,NA
2020-06-11,NA,32,105,10,NA,1,NA,10,10,2,3,4,NA,10,90,25,NA,26,13,12,1,17,33,2,4,11,11,6,47,46,9,19,NA,11,13,5,35,5,NA,26,3,1,37,31,NA,7,66,38,51,11,NA,NA,NA,87,NA,812,106501,NA
2020-06-12,1,17,62,12,NA,1,NA,6,4,2,8,10,NA,4,75,16,3,8,25,12,NA,4,18,2,1,7,14,5,29,43,4,9,13,28,5,27,19,13,1,13,4,NA,45,23,NA,7,46,53,49,10,NA,NA,NA,NA,NA,758,107259,NA
2020-06-13,NA,39,46,3,NA,NA,NA,5,1,1,NA,9,NA,7,29,17,NA,22,9,7,NA,NA,46,NA,1,2,4,1,48,28,2,8,8,12,6,4,18,9,2,27,5,20,38,26,NA,3,100,32,49,NA,NA,NA,NA,NA,NA,654,107913,NA
2020-06-14,NA,3,74,1,NA,NA,1,4,1,2,NA,4,NA,1,19,9,NA,3,15,NA,NA,NA,3,NA,NA,1,NA,2,6,5,NA,10,2,5,1,3,19,3,NA,15,4,3,47,12,NA,2,36,24,4,NA,NA,NA,NA,1,NA,345,108258,NA
2020-06-15,NA,8,26,6,NA,1,NA,5,1,4,4,4,NA,3,18,11,2,2,6,1,NA,4,16,NA,NA,2,1,3,7,43,6,5,4,9,2,8,7,6,NA,3,NA,1,23,6,1,NA,51,28,28,18,NA,NA,NA,NA,NA,384,108642,NA
2020-06-16,NA,25,32,12,NA,NA,NA,7,2,2,2,10,NA,10,72,14,NA,18,9,2,NA,11,24,4,2,9,10,6,55,35,7,24,20,36,5,10,46,21,NA,6,5,1,18,34,NA,6,51,29,33,14,NA,NA,NA,NA,NA,739,109381,NA
2020-06-17,NA,20,87,14,NA,NA,1,5,6,1,4,5,NA,8,87,24,2,2,12,27,NA,3,14,1,1,9,5,9,25,46,6,20,23,14,10,4,33,13,NA,9,3,2,60,15,1,4,42,21,43,11,NA,NA,NA,NA,NA,742,110123,NA
2020-06-18,NA,32,82,7,NA,1,NA,4,2,4,3,19,NA,5,52,15,NA,26,19,37,1,6,22,2,NA,7,17,11,43,30,2,NA,NA,7,4,12,43,4,NA,7,4,5,23,20,NA,1,31,32,42,9,1,NA,NA,NA,NA,694,110817,NA
2020-06-19,NA,41,70,5,NA,NA,NA,8,3,1,3,10,2,3,43,23,7,5,17,2,1,4,34,1,3,11,11,6,43,31,1,22,NA,22,18,6,35,17,NA,12,3,2,28,15,NA,6,35,25,38,9,NA,NA,NA,NA,NA,682,111499,NA
2020-06-20,NA,26,64,4,NA,NA,NA,2,8,1,NA,10,NA,2,45,19,NA,20,11,7,NA,NA,30,1,NA,14,16,10,40,6,2,20,NA,15,5,9,25,5,NA,13,1,1,28,22,NA,2,22,24,20,NA,NA,NA,NA,NA,NA,550,112049,NA
2020-06-21,NA,1,71,NA,NA,NA,NA,3,1,1,3,5,NA,3,22,4,NA,3,8,1,1,NA,3,1,NA,NA,1,1,17,1,2,1,NA,8,9,2,17,4,1,9,2,1,30,14,NA,NA,13,15,4,NA,NA,NA,NA,NA,NA,283,112332,NA
2020-06-22,NA,3,20,4,NA,NA,1,NA,2,2,NA,6,NA,1,24,13,5,7,4,5,NA,5,4,NA,NA,1,2,2,12,5,1,11,40,3,6,5,10,9,NA,3,2,NA,17,8,NA,NA,25,14,3,9,NA,NA,NA,NA,NA,292,112624,NA
2020-06-23,NA,42,65,14,NA,NA,NA,7,3,NA,5,8,NA,2,36,14,NA,11,9,5,1,7,31,2,2,5,23,10,65,39,11,17,11,28,14,11,28,25,3,14,2,36,16,18,NA,4,54,27,38,3,NA,NA,NA,NA,NA,766,113390,NA
2020-06-24,NA,79,52,2,NA,1,NA,4,2,3,NA,9,NA,3,63,9,2,4,4,9,NA,1,20,1,1,7,25,3,43,11,1,18,22,20,10,14,29,17,NA,10,4,1,42,15,1,4,46,16,54,6,NA,NA,NA,NA,NA,688,114078,NA
2020-06-25,NA,27,101,2,NA,NA,NA,5,1,2,1,7,NA,3,40,8,NA,19,9,7,NA,3,17,3,3,9,1,NA,46,47,8,12,5,19,8,11,47,13,NA,11,2,2,24,23,NA,10,23,18,39,8,NA,NA,NA,NA,NA,644,114722,NA
2020-06-26,2,45,79,4,NA,NA,1,4,3,4,2,4,NA,8,37,9,3,1,5,8,NA,6,16,2,1,NA,7,9,39,25,8,26,6,13,1,10,28,24,NA,9,3,NA,39,14,NA,8,42,14,22,7,NA,NA,NA,NA,NA,598,115320,NA
2020-06-27,NA,44,60,1,1,1,NA,2,2,1,1,6,NA,2,26,21,NA,19,6,6,NA,1,16,7,3,11,11,10,24,6,1,NA,13,15,15,7,42,24,1,4,2,NA,26,15,1,2,34,16,NA,NA,NA,NA,NA,1,NA,507,115827,NA
2020-06-28,NA,9,33,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,15,3,NA,4,8,1,1,NA,3,1,NA,NA,NA,5,29,2,4,9,4,4,5,NA,27,8,NA,5,2,NA,19,12,NA,NA,27,5,NA,NA,NA,NA,NA,1,NA,250,116077,NA
2020-06-29,NA,NA,31,6,NA,NA,NA,1,4,2,1,10,NA,3,14,5,6,4,10,1,NA,2,11,NA,NA,NA,7,1,28,6,2,5,20,3,5,8,10,7,NA,4,1,NA,35,6,1,NA,17,7,35,19,NA,NA,NA,NA,NA,338,116415,NA
2020-06-30,NA,44,44,8,NA,1,NA,4,3,3,4,12,NA,6,21,16,NA,32,6,17,NA,5,45,2,NA,7,21,5,58,21,4,22,14,18,18,12,21,23,NA,2,NA,2,21,14,NA,4,43,13,35,4,NA,NA,NA,NA,NA,613,117028,NA
2020-07-01,NA,88,110,7,NA,NA,NA,3,4,1,1,7,NA,3,28,8,2,4,4,2,1,2,13,2,2,2,21,7,45,22,7,17,9,30,24,5,57,23,NA,2,2,NA,28,15,NA,2,43,11,NA,6,NA,NA,NA,NA,NA,670,117698,NA
2020-07-02,NA,37,73,4,NA,NA,NA,3,14,1,3,3,NA,2,36,13,NA,15,13,5,NA,6,27,6,4,7,14,2,67,22,9,17,10,18,18,11,44,31,NA,2,1,2,16,9,NA,2,27,11,63,3,NA,NA,NA,NA,NA,671,118369,NA
2020-07-03,1,31,100,NA,1,1,1,8,3,NA,5,10,NA,1,18,19,5,3,8,4,NA,2,NA,3,NA,3,22,2,67,7,4,23,11,1,10,13,50,29,NA,9,1,2,17,13,NA,1,57,8,34,1,NA,NA,NA,1,NA,610,118979,NA
2020-07-04,1,17,50,NA,NA,NA,NA,2,2,4,NA,2,NA,1,9,6,NA,3,NA,1,NA,NA,4,NA,NA,NA,1,5,18,1,NA,NA,4,3,19,4,33,4,1,NA,2,NA,23,12,2,NA,25,11,3,NA,NA,NA,NA,NA,NA,273,119252,NA
2020-07-05,NA,4,18,NA,NA,NA,NA,NA,4,2,3,5,NA,NA,6,6,NA,NA,5,1,NA,NA,4,NA,NA,NA,NA,1,29,3,NA,10,4,1,7,9,29,1,NA,NA,2,NA,10,7,2,5,22,8,4,NA,NA,NA,NA,NA,NA,212,119464,NA
2020-07-06,NA,1,6,10,NA,1,NA,2,3,NA,6,11,NA,2,6,5,3,3,3,NA,NA,1,16,1,NA,NA,NA,5,47,18,8,8,3,2,6,7,18,1,1,3,2,NA,15,3,NA,1,18,9,1,NA,NA,NA,NA,NA,NA,234,119698,NA
2020-07-07,1,117,111,5,NA,NA,NA,4,11,5,4,14,NA,2,37,19,NA,30,3,14,4,1,43,5,1,9,23,9,63,21,9,23,44,22,19,12,60,28,NA,NA,NA,2,15,19,1,2,52,11,33,9,NA,NA,NA,2,NA,917,120615,NA
2020-07-08,NA,36,114,8,NA,4,NA,8,5,4,7,10,1,7,36,15,2,10,8,4,1,NA,21,3,NA,2,25,4,48,23,6,20,30,21,38,20,98,24,NA,5,3,1,30,9,NA,2,51,20,25,2,NA,NA,NA,2,NA,813,121428,NA
2020-07-09,NA,75,149,2,NA,2,2,6,18,6,4,15,NA,7,20,7,NA,9,5,5,NA,2,15,3,3,2,10,4,120,8,4,16,16,20,22,25,105,33,NA,5,4,2,25,11,1,1,25,15,36,3,NA,NA,NA,NA,NA,868,122296,NA
2020-07-10,NA,44,140,18,NA,1,3,6,8,2,2,15,NA,3,25,9,2,15,5,13,NA,2,26,6,6,5,35,4,93,35,8,25,11,18,24,13,95,21,NA,NA,NA,NA,28,12,NA,3,31,9,32,2,NA,NA,NA,NA,NA,855,123151,NA
2020-07-11,NA,69,94,1,NA,1,1,4,13,NA,5,NA,NA,6,24,8,NA,28,4,5,2,1,4,5,2,7,9,6,95,31,2,23,15,20,18,15,99,4,NA,NA,NA,NA,14,7,1,1,46,6,17,NA,NA,NA,NA,7,NA,718,123869,NA
2020-07-12,NA,86,72,NA,NA,NA,NA,2,1,2,3,14,NA,1,19,4,NA,1,3,NA,NA,NA,22,1,NA,1,7,2,45,5,3,13,19,4,10,3,80,2,1,NA,NA,1,15,9,2,NA,16,5,7,NA,NA,NA,NA,NA,NA,477,124346,NA
2020-07-13,NA,8,23,2,3,NA,3,3,NA,3,1,39,NA,3,6,2,4,7,2,14,NA,3,6,2,NA,NA,3,2,35,25,4,7,1,7,11,8,43,2,NA,23,NA,NA,5,6,NA,NA,19,10,7,8,NA,NA,NA,NA,NA,282,124628,NA
2020-07-14,NA,92,47,11,NA,1,2,3,19,7,10,5,1,3,25,13,NA,6,6,10,1,2,5,4,NA,6,40,8,132,28,6,22,23,42,23,18,87,9,1,1,NA,1,10,8,NA,1,22,5,20,1,NA,NA,NA,2,NA,785,125413,NA
2020-07-15,NA,97,140,6,NA,7,NA,6,6,3,7,17,NA,5,8,10,11,4,8,10,NA,5,6,4,2,1,47,4,112,37,10,14,17,16,NA,16,110,12,NA,8,3,3,27,7,NA,2,25,9,27,2,NA,NA,NA,2,NA,873,126286,NA
2020-07-16,NA,58,118,1,NA,4,1,5,8,2,1,6,2,17,25,10,NA,16,8,10,1,8,28,6,4,4,17,6,156,13,5,24,18,20,69,13,129,21,2,9,3,NA,11,6,NA,1,31,11,15,1,NA,NA,NA,NA,NA,924,127210,NA
2020-07-17,NA,91,130,6,1,4,2,3,11,5,1,7,NA,5,21,8,NA,7,7,8,1,2,9,7,1,2,32,12,128,28,7,24,24,18,25,19,174,6,1,7,3,NA,21,12,1,NA,19,10,19,2,NA,NA,NA,5,NA,936,128146,NA
2020-07-18,1,147,120,1,1,1,NA,4,9,3,8,10,NA,3,18,17,NA,9,5,9,NA,NA,20,6,NA,10,21,4,90,36,9,NA,14,23,39,23,130,12,NA,NA,1,2,17,11,2,1,15,11,15,NA,NA,NA,NA,1,NA,879,129025,NA
2020-07-19,NA,31,90,NA,NA,NA,NA,2,1,3,NA,3,NA,7,5,2,NA,2,3,1,2,NA,42,NA,2,1,1,NA,87,5,4,34,9,5,21,5,93,2,NA,NA,NA,NA,12,9,NA,2,7,13,8,NA,NA,NA,NA,NA,NA,512,129537,NA
2020-07-20,NA,23,9,6,NA,3,2,7,1,2,4,6,NA,1,6,3,8,7,4,3,1,12,15,1,NA,2,3,6,90,3,1,29,3,8,9,4,62,4,NA,10,1,NA,1,5,NA,NA,9,8,3,5,NA,NA,NA,NA,NA,390,129927,NA
2020-07-21,NA,134,61,5,NA,4,1,10,28,7,4,12,1,8,23,20,NA,9,3,11,1,3,30,9,NA,13,11,11,134,78,3,36,31,26,56,24,131,18,1,NA,1,2,17,20,1,2,22,2,20,1,NA,NA,NA,NA,NA,1039,130966,NA
2020-07-22,1,56,115,8,1,9,2,3,28,2,9,3,NA,7,23,14,1,6,4,16,2,1,16,13,1,6,57,6,139,81,3,60,34,30,39,17,197,3,NA,NA,NA,2,18,4,NA,2,24,10,25,1,NA,NA,NA,3,1,1103,132069,NA
2020-07-23,NA,89,157,15,1,3,1,5,5,2,7,14,NA,8,20,17,NA,7,9,20,1,5,21,3,2,13,32,6,173,25,7,16,13,28,52,37,173,3,2,4,1,2,16,5,NA,3,23,13,16,4,NA,NA,NA,3,NA,1082,133151,NA
2020-07-24,NA,79,159,4,NA,6,3,5,13,9,6,13,NA,4,18,4,18,3,5,1,2,NA,41,7,1,NA,38,8,135,82,7,29,27,20,45,13,196,13,NA,3,NA,37,14,12,NA,2,35,9,22,1,NA,NA,NA,3,NA,1150,134301,NA
2020-07-25,1,144,151,4,NA,2,NA,6,10,4,1,1,NA,6,12,11,NA,2,5,4,NA,NA,NA,12,NA,13,18,5,124,53,5,NA,17,32,73,26,168,8,NA,NA,NA,1,12,11,1,2,11,13,13,NA,NA,NA,NA,9,NA,985,135286,NA
2020-07-26,NA,19,79,NA,NA,NA,NA,7,2,3,NA,7,NA,NA,1,8,NA,NA,3,15,NA,NA,10,NA,1,1,15,2,77,3,4,48,15,7,24,3,153,3,NA,NA,NA,NA,19,5,NA,NA,11,3,4,NA,NA,NA,NA,NA,NA,552,135838,NA
2020-07-27,1,1,29,5,NA,6,1,5,5,NA,7,17,NA,7,18,3,9,5,2,4,NA,1,37,NA,NA,1,18,7,77,11,9,23,6,5,16,11,675,3,3,5,1,NA,7,6,NA,NA,17,11,4,2,NA,NA,NA,NA,NA,1079,136917,NA
2020-07-28,1,104,73,8,NA,8,4,7,20,14,5,30,1,6,30,16,NA,16,4,12,1,4,38,13,NA,13,NA,20,186,54,10,26,42,30,53,21,164,13,2,5,1,1,14,12,2,NA,21,9,24,1,NA,NA,NA,5,NA,1144,138061,NA
2020-07-29,NA,46,197,15,NA,13,3,6,21,8,6,7,NA,6,16,8,14,2,9,7,2,3,40,14,6,5,43,6,216,79,5,69,20,45,46,21,313,29,3,2,1,1,29,20,NA,2,18,6,16,2,NA,NA,NA,2,1,1449,139510,NA
2020-07-30,1,172,194,NA,NA,4,1,3,21,5,8,9,NA,10,16,13,NA,19,5,13,1,4,20,13,NA,8,27,8,253,29,7,42,48,38,49,13,84,15,1,6,NA,NA,15,10,1,4,11,13,14,NA,NA,NA,NA,3,NA,1231,140741,NA
2020-07-31,NA,68,96,16,NA,12,5,7,29,6,4,NA,NA,11,17,19,9,8,6,10,NA,4,47,5,1,15,15,11,257,81,4,24,52,21,47,27,295,32,4,1,1,4,14,5,1,NA,10,5,13,NA,NA,NA,NA,4,NA,1323,142064,NA
2020-08-01,1,53,219,6,NA,8,1,9,2,3,6,28,NA,6,8,6,NA,7,6,10,NA,NA,26,8,4,13,22,7,179,73,5,NA,30,40,36,7,268,38,NA,NA,NA,NA,17,12,NA,1,11,14,15,NA,NA,NA,NA,2,NA,1207,143271,NA
2020-08-02,NA,18,132,NA,NA,NA,NA,3,NA,1,1,4,NA,2,14,4,NA,NA,8,NA,2,NA,14,1,1,1,23,4,62,15,2,58,10,5,26,6,NA,3,1,NA,1,NA,11,7,NA,1,6,6,5,NA,NA,NA,NA,4,NA,462,143733,NA
2020-08-03,1,14,32,NA,NA,3,3,1,15,2,3,4,1,7,9,5,7,6,2,2,NA,4,10,1,NA,1,4,11,73,2,2,17,8,13,12,19,179,NA,NA,5,NA,NA,10,8,1,NA,10,2,NA,3,1,NA,NA,NA,NA,505,144238,NA
2020-08-04,NA,66,113,5,1,10,NA,3,15,5,7,19,NA,5,19,14,NA,8,4,11,2,4,31,15,1,12,31,15,245,79,7,27,42,28,53,25,245,26,7,NA,1,2,9,7,1,1,11,3,23,1,NA,NA,NA,8,NA,1265,145503,NA
2020-08-05,NA,87,202,2,NA,7,1,9,28,5,6,5,NA,11,28,11,3,1,9,7,1,8,26,17,1,9,28,18,225,63,1,41,51,40,45,27,236,30,NA,NA,NA,NA,2,6,1,NA,7,4,12,1,NA,NA,NA,6,NA,1328,146831,NA
2020-08-06,NA,70,166,1,2,6,NA,2,10,1,3,29,NA,10,21,6,NA,26,7,7,1,NA,22,10,4,8,15,7,120,42,8,50,21,42,44,42,306,27,NA,NA,NA,NA,32,13,NA,1,7,6,38,2,1,NA,NA,11,1,1248,148079,NA
2020-08-07,NA,79,142,5,2,6,5,6,20,9,5,19,1,5,19,10,12,NA,4,21,1,5,34,7,3,12,20,6,180,91,4,61,23,42,20,20,293,17,3,4,2,1,18,14,NA,NA,11,5,15,NA,NA,NA,NA,5,NA,1287,149366,NA
2020-08-08,1,56,178,NA,NA,6,5,6,29,7,NA,16,NA,13,18,13,NA,3,8,NA,2,NA,16,3,2,6,20,14,182,69,7,NA,26,26,48,9,247,3,4,NA,1,2,12,11,1,NA,9,5,16,NA,NA,NA,NA,9,NA,1109,150475,NA
2020-08-09,NA,13,104,1,NA,2,NA,4,8,1,1,NA,NA,5,5,1,NA,1,9,6,NA,NA,1,NA,NA,2,13,9,77,13,1,56,22,8,18,8,116,3,8,NA,1,1,14,8,NA,NA,5,7,1,NA,NA,NA,NA,3,NA,554,151029,NA
2020-08-10,NA,4,66,5,3,2,NA,5,6,1,9,9,NA,1,1,3,7,8,3,NA,1,3,4,2,NA,NA,26,11,91,30,2,24,16,4,17,10,31,1,2,3,NA,NA,5,6,NA,NA,4,2,3,1,NA,NA,NA,NA,NA,432,151461,NA
2020-08-11,NA,45,109,12,NA,7,2,3,18,11,4,19,1,7,20,25,NA,7,6,5,5,3,35,13,NA,8,48,11,276,122,8,26,32,32,46,38,220,17,6,NA,2,NA,10,13,1,NA,12,7,35,1,NA,NA,NA,6,NA,1334,152795,NA
2020-08-12,1,148,180,NA,4,NA,3,2,15,7,2,8,NA,11,15,15,8,9,12,11,2,5,26,9,1,5,33,7,212,105,7,43,45,45,45,18,324,6,6,6,NA,1,18,7,NA,1,9,7,33,2,NA,NA,NA,7,NA,1486,154281,NA
2020-08-13,NA,36,160,7,2,5,1,2,34,8,2,12,NA,7,24,20,NA,16,7,2,NA,4,21,11,1,7,7,9,148,82,6,41,22,38,32,24,255,10,NA,NA,1,2,21,9,NA,2,8,10,24,1,NA,NA,NA,8,NA,1149,155430,NA
2020-08-14,NA,40,188,6,NA,14,NA,6,15,2,7,19,1,9,25,8,7,11,8,10,1,1,29,6,2,7,4,5,228,35,8,28,32,26,17,13,313,7,4,3,NA,NA,14,12,NA,1,10,4,36,2,NA,NA,NA,10,NA,1234,156664,NA
2020-08-15,1,69,151,8,NA,4,1,8,24,1,3,11,NA,8,5,15,NA,18,6,11,NA,NA,40,13,2,13,3,13,204,96,6,NA,37,30,50,19,238,10,2,NA,3,NA,14,4,1,NA,7,12,20,NA,NA,NA,NA,9,NA,1190,157854,NA
2020-08-16,NA,14,77,NA,NA,NA,NA,3,3,2,NA,15,NA,2,18,3,NA,6,7,21,4,NA,2,4,1,1,2,1,107,33,3,77,4,4,9,21,143,1,1,NA,NA,NA,11,3,NA,NA,2,6,3,NA,NA,NA,NA,4,NA,616,158470,NA
2020-08-17,NA,NA,18,NA,NA,4,NA,4,5,NA,1,4,3,6,12,2,3,1,6,26,1,1,6,4,NA,NA,25,4,87,25,5,19,11,1,20,21,51,2,NA,3,NA,NA,4,2,NA,NA,4,6,NA,2,NA,NA,NA,1,NA,400,158870,NA
2020-08-18,1,23,100,3,1,9,2,5,25,9,5,24,1,8,26,28,NA,15,9,9,2,6,39,17,1,13,12,16,219,67,12,28,33,48,45,39,216,10,4,NA,2,NA,6,7,NA,1,9,8,31,1,NA,NA,NA,10,NA,1205,160075,NA
2020-08-19,NA,105,181,1,1,9,NA,6,32,11,8,13,NA,16,24,14,6,9,17,12,2,3,36,17,1,8,9,12,174,55,11,37,35,35,18,26,309,15,2,1,1,2,28,11,NA,3,11,6,24,3,NA,NA,NA,9,NA,1369,161444,NA
2020-08-20,NA,50,163,3,3,7,5,5,38,4,4,15,NA,8,27,11,NA,19,7,3,NA,2,22,10,2,7,29,10,117,55,14,28,27,34,41,36,234,17,NA,1,1,NA,12,9,1,1,6,5,15,1,NA,1,NA,11,1,1122,162566,NA
2020-08-21,1,4,135,7,1,6,NA,5,13,2,2,13,3,6,24,13,8,10,8,2,2,3,26,6,2,1,16,22,119,94,8,50,24,29,50,61,258,9,4,2,1,5,13,5,1,NA,9,3,20,2,NA,1,NA,4,NA,1113,163679,NA
2020-08-22,1,68,167,8,1,2,1,4,12,3,2,7,NA,12,17,9,NA,11,8,6,3,NA,20,10,1,13,21,11,106,94,8,NA,23,27,33,14,215,5,6,NA,2,NA,20,10,1,1,2,4,18,NA,NA,NA,NA,6,NA,1013,164692,NA
2020-08-23,1,15,146,NA,NA,1,NA,2,NA,NA,NA,6,NA,4,6,2,NA,4,6,1,1,2,3,1,1,NA,2,13,51,40,9,59,3,10,8,4,104,24,1,NA,NA,NA,NA,6,1,NA,3,6,2,NA,NA,NA,NA,5,1,554,165246,NA
2020-08-24,NA,NA,18,1,2,7,1,2,3,3,5,4,NA,6,8,5,7,4,4,NA,1,5,8,4,NA,NA,6,9,72,24,4,18,8,4,7,21,25,4,2,NA,NA,1,27,2,NA,NA,3,7,1,5,NA,NA,NA,NA,NA,348,165594,NA
2020-08-25,4,21,105,7,NA,12,6,3,30,7,7,9,NA,9,29,15,NA,20,8,14,1,NA,10,14,NA,13,9,15,183,106,10,33,67,35,21,40,181,18,8,3,NA,1,12,10,NA,NA,4,2,26,4,NA,NA,NA,5,1,1136,166730,NA
2020-08-26,1,104,150,2,2,11,1,5,20,6,4,4,NA,17,37,18,11,7,14,9,NA,3,48,19,1,6,6,21,153,49,7,32,58,36,43,20,229,12,3,NA,1,2,26,10,1,1,10,8,19,2,NA,2,NA,7,2,1260,167990,NA
2020-08-27,NA,33,143,3,4,6,NA,9,21,5,2,10,NA,14,23,6,NA,16,13,1,1,5,32,15,NA,11,25,7,135,82,8,23,26,24,43,25,265,12,8,2,NA,NA,20,6,NA,1,7,4,11,3,NA,1,NA,7,NA,1118,169108,NA
2020-08-28,NA,49,140,6,4,10,2,3,16,9,4,15,NA,12,20,11,6,6,4,14,NA,1,29,8,3,2,27,17,89,78,6,30,14,22,27,28,196,23,4,NA,NA,NA,16,13,NA,1,9,3,20,2,NA,NA,NA,10,NA,1009,170117,NA
2020-08-29,NA,29,144,7,3,5,4,2,15,7,NA,NA,NA,15,11,8,NA,21,4,32,2,NA,21,11,2,6,42,16,148,105,3,NA,14,31,42,24,154,18,10,NA,NA,NA,12,10,NA,NA,3,7,16,NA,NA,NA,NA,3,NA,1007,171124,NA
2020-08-30,NA,23,71,NA,1,1,NA,1,NA,4,NA,NA,NA,5,11,6,NA,6,2,12,1,NA,2,2,NA,3,8,12,14,28,8,27,14,9,11,22,90,1,1,NA,1,NA,13,6,NA,NA,4,8,2,NA,NA,NA,NA,4,NA,434,171558,NA
2020-08-31,NA,1,28,1,7,2,NA,9,3,1,NA,10,NA,3,7,5,3,7,1,22,1,5,10,1,NA,NA,16,13,68,28,3,19,32,10,14,7,26,11,1,NA,1,NA,11,3,NA,NA,8,1,NA,2,NA,NA,NA,NA,NA,399,171957,NA
2020-09-01,2,15,85,1,4,7,1,8,8,6,2,16,4,6,38,16,NA,15,6,8,2,2,27,9,NA,8,19,17,187,101,15,34,20,39,38,27,145,32,8,1,NA,NA,4,5,NA,NA,5,3,18,2,NA,3,NA,1,1,1021,172978,NA
2020-09-02,NA,21,145,6,1,4,4,3,23,3,1,4,NA,4,27,13,12,14,7,4,3,NA,11,12,2,12,12,27,127,62,18,20,33,38,26,16,189,29,8,1,1,1,22,6,1,NA,11,5,21,1,NA,NA,NA,5,NA,1016,173994,NA
2020-09-03,1,65,164,3,4,NA,2,1,27,2,4,10,NA,8,24,4,NA,10,7,3,2,5,50,14,NA,4,6,20,149,73,10,17,10,24,15,18,221,11,7,1,1,NA,17,11,NA,NA,7,7,20,4,NA,NA,NA,3,NA,1066,175060,NA
2020-09-04,NA,41,163,11,2,10,3,3,12,5,5,8,1,7,28,17,23,7,10,17,NA,NA,22,11,1,7,24,12,100,63,11,14,22,36,39,22,140,10,6,NA,2,NA,22,11,1,NA,7,5,10,NA,NA,1,NA,6,1,979,176039,NA
2020-09-05,2,36,153,5,3,2,2,6,13,5,1,NA,NA,19,23,11,NA,8,4,77,5,NA,8,4,3,15,7,9,61,46,6,NA,11,50,32,25,177,15,NA,NA,NA,2,15,7,NA,NA,7,2,18,NA,NA,1,NA,7,NA,903,176942,NA
2020-09-06,NA,14,66,1,1,1,1,3,1,1,2,NA,NA,5,5,2,NA,NA,6,19,1,NA,3,3,NA,NA,1,12,38,60,3,58,15,1,10,3,64,1,3,NA,NA,1,10,3,NA,1,4,9,NA,NA,NA,1,NA,8,1,442,177384,NA
2020-09-07,NA,2,17,1,1,NA,1,4,4,1,1,NA,NA,3,8,4,4,4,3,1,NA,NA,17,NA,NA,NA,NA,14,22,7,NA,12,1,7,19,4,20,6,1,NA,NA,NA,8,5,NA,NA,2,2,20,NA,NA,2,NA,NA,NA,224,177608,NA
