"Date","AK","AZ","CA","CO","HI","ID","MT","NM","NV","OR","UT","WA","WY","IA","IL","IN","KS","MI","MN","MO","ND","NE","OH","OK","SD","WI","AL","AR","FL","GA","KY","LA","MS","NC","SC","TN","TX","VA","WV","CT","DC","DE","MA","MD","ME","NH","NJ","NY","PA","RI","VT","GU","MP","PR","VI","Conf_New","Conf_Cml","deaths_New","deaths_Cml","Rec_New","Rec_Cml","Active","time_last_update"
2020-08-06,35,1444,5258,445,151,692,173,207,729,246,587,833,25,505,1953,1040,NA,722,861,1062,120,332,1102,837,105,839,1626,735,7650,3182,434,1303,956,1979,1295,2252,7598,771,115,20,75,69,162,579,14,23,374,703,779,130,9,8,1,140,20,53305,4796327,1248,148079,36531,2576668,2071580,NA
2020-08-07,52,1406,8436,456,201,523,155,192,976,411,460,670,41,636,2084,1239,921,762,545,996,150,283,1129,854,98,989,1425,1011,7686,4109,489,1500,1036,1545,1422,2432,7039,1897,154,75,71,80,320,801,17,37,360,714,728,127,3,14,NA,406,21,60184,4856511,1287,149366,40299,2616967,2090178,NA
2020-08-08,77,1054,7371,427,231,573,132,150,886,374,376,936,8,487,2190,1033,NA,698,916,NA,181,141,1269,825,106,1165,1786,772,8502,4423,695,NA,1210,1954,1189,1803,6959,1185,129,NA,64,57,320,775,10,39,368,703,786,NA,6,1,1,343,6,55692,4912203,1109,150475,21503,2638470,2123258,NA
2020-08-09,98,816,8373,284,152,176,63,200,811,262,376,549,35,499,1382,1041,NA,514,797,1548,88,187,825,486,128,621,1122,572,6229,3169,383,2653,527,1452,970,2127,4879,841,130,NA,100,73,286,922,16,13,344,515,750,NA,5,NA,NA,361,19,48769,4960972,554,151029,26231,2664701,2145242,NA
2020-08-10,64,600,7751,284,140,429,65,129,742,216,263,575,32,277,1319,664,1092,557,618,1027,117,264,862,397,58,507,1655,645,4155,2429,228,562,476,626,718,1202,4455,640,60,247,54,59,214,755,16,9,258,476,593,196,3,6,NA,385,NA,40171,5001143,432,151461,51233,2715934,2133748,NA
2020-08-11,46,1214,12500,357,118,495,87,199,548,286,362,504,19,189,1549,870,NA,796,323,981,172,334,1015,765,50,724,536,383,5831,3563,438,1164,644,1051,929,1001,9803,905,117,117,89,65,296,585,3,21,444,667,827,119,10,16,1,286,29,54443,5055586,1334,152795,39414,2755348,2147443,NA
2020-08-12,60,706,11645,254,202,538,164,173,528,248,338,551,16,516,1645,660,817,515,464,1595,85,214,1352,670,102,478,875,703,8109,3565,1036,1179,1081,1166,783,1478,6200,662,131,22,63,66,229,541,18,26,463,700,814,76,6,15,NA,564,63,55170,5110756,1486,154281,57255,2812603,2143872,NA
2020-08-13,82,1351,7085,415,354,498,139,171,602,278,334,637,27,552,1834,1043,NA,1121,690,1267,201,416,1131,705,82,943,695,652,6236,2515,621,1135,612,1763,908,2118,6755,1054,141,76,65,202,319,776,17,34,656,737,992,111,6,28,NA,110,43,51335,5162091,1149,155430,30601,2843204,2163457,NA
2020-08-14,110,927,7934,308,231,542,134,173,1099,313,552,800,67,572,2264,1067,1338,748,730,1473,151,328,1089,794,127,1021,700,626,6148,3227,529,1298,944,1346,829,1947,7018,1175,119,115,94,373,212,715,18,43,570,727,781,95,17,25,1,451,22,55057,5217148,1234,156664,31943,2875147,2185337,NA
2020-08-15,83,933,12614,293,282,304,118,142,859,405,345,746,36,808,1828,1044,NA,1015,690,1127,122,253,1071,901,94,829,1161,400,6352,3273,552,NA,825,1536,994,1289,8245,845,185,NA,41,56,366,818,29,16,278,734,834,NA,8,NA,NA,339,30,55348,5272496,1190,157854,25041,2900188,2214454,NA
2020-08-16,103,883,7873,333,217,183,91,106,697,244,331,576,59,692,1562,739,NA,565,739,1078,143,131,561,544,156,685,722,673,3779,1862,358,1181,381,1246,592,1961,6744,851,104,NA,61,55,303,519,21,8,13,607,640,NA,6,14,NA,182,7,42181,5314677,616,158470,22536,2922724,2233483,NA
2020-08-17,50,468,6469,190,173,282,42,92,662,189,242,260,40,399,1773,591,1282,465,564,1148,60,191,743,369,86,455,516,412,2678,1831,349,567,276,564,439,1036,7368,717,69,370,53,85,213,503,20,16,312,408,368,237,12,42,3,472,19,37240,5351917,400,158870,50863,2973587,2219460,NA
2020-08-18,62,915,4636,249,134,384,54,79,672,225,263,543,21,183,1740,841,NA,477,345,794,135,262,785,615,83,634,1220,410,3838,2816,480,640,795,1263,669,1034,7282,793,95,12,52,57,175,520,14,13,331,655,696,120,3,19,1,648,36,39794,5391711,1205,160075,37511,3011098,2220538,NA
2020-08-19,67,637,6164,263,260,370,110,170,389,194,364,425,59,684,2295,489,723,616,557,1258,186,215,894,597,123,663,969,729,4115,2305,544,778,1348,1153,700,2022,7024,666,66,59,29,50,262,414,18,19,329,631,555,103,3,22,NA,81,32,43798,5435509,1369,161444,51233,3062331,2211734,NA
2020-08-20,82,723,5920,314,235,424,116,202,556,295,461,700,31,324,1832,941,NA,419,690,1058,274,308,1064,746,125,740,699,549,4555,2759,627,918,894,1972,872,1375,5303,814,183,118,55,75,262,580,13,14,100,601,759,76,4,105,NA,124,41,43027,5478536,1122,162566,33579,3095910,2220060,NA
2020-08-21,68,619,5585,3959,228,239,144,144,849,256,463,390,54,947,2208,1040,966,374,825,1231,232,278,1001,1077,193,826,321,887,4684,2889,593,899,874,2008,989,1669,5021,888,84,87,60,52,431,670,35,21,290,709,667,151,4,63,NA,438,63,49743,5528279,1113,163679,31508,3127418,2237182,NA
2020-08-22,89,996,6556,297,284,303,160,207,636,289,369,816,15,829,2356,1000,NA,953,734,1293,262,154,1069,853,251,950,1762,547,4311,2592,687,NA,945,1729,827,1239,5559,1091,120,NA,65,58,109,624,25,21,419,653,771,NA,12,NA,NA,268,28,46183,5574462,1013,164692,20662,3148080,2261690,NA
2020-08-23,64,208,6777,260,244,191,53,94,532,227,301,417,37,523,1893,615,NA,768,717,818,140,109,602,566,141,453,528,375,2974,1727,426,1223,626,1472,696,1854,4398,844,87,NA,56,67,NA,579,18,15,258,572,605,NA,4,53,NA,195,20,36422,5610884,554,165246,18983,3167063,2278575,NA
2020-08-24,69,311,4946,198,169,217,60,73,409,218,249,359,22,354,1612,1660,1545,868,714,869,124,158,831,357,149,392,675,320,2258,2304,312,623,511,1283,544,667,2847,655,40,492,49,47,571,567,20,27,225,408,415,280,9,87,NA,445,4,33618,5644502,348,165594,50918,3217981,2260927,NA
2020-08-25,33,859,4480,459,215,405,135,66,403,236,403,334,21,658,1680,829,NA,779,409,692,229,301,777,650,80,638,185,480,2673,2101,561,550,801,1345,886,813,6346,912,82,29,45,20,349,377,9,16,302,629,528,70,6,77,NA,70,14,36047,5680549,1136,166730,36301,3254282,2259537,NA
2020-08-26,52,186,6004,194,276,305,161,197,253,180,407,456,46,965,2157,938,1536,761,529,1426,238,379,988,666,66,768,1172,649,3220,2236,513,844,904,1244,555,1936,5407,758,145,180,38,24,315,440,23,9,285,566,485,82,5,136,NA,18,32,42355,5722904,1260,167990,59579,3313861,2241053,NA
2020-08-27,80,680,4430,349,306,342,144,188,554,190,383,542,31,1467,1707,1145,NA,758,1154,1512,333,374,1158,712,623,878,668,722,3269,2484,602,677,585,2091,464,1826,5600,1047,121,130,72,10,365,577,19,35,307,791,595,135,9,112,NA,459,22,43814,5766718,1118,169108,34079,3347940,2249670,NA
2020-08-28,117,519,5329,430,264,262,134,122,632,293,391,598,30,2632,2149,809,1111,741,850,1418,310,335,1236,710,323,843,929,838,3815,2298,642,606,599,1415,1293,1636,4031,962,159,145,57,107,438,601,20,22,358,636,820,94,3,55,NA,257,23,45447,5812165,1009,170117,27898,3375838,2266210,NA
2020-08-29,90,629,4981,268,309,293,188,136,609,239,458,578,14,865,1880,1121,NA,779,1017,1198,374,317,1186,1093,425,819,1561,795,3197,2386,696,NA,735,2585,1261,1465,4762,1177,140,NA,74,266,421,630,51,30,349,635,806,NA,16,60,2,260,43,44269,5856434,1007,171124,32961,3408799,2276511,NA
2020-08-30,44,374,6070,182,200,190,89,105,447,261,178,441,35,1009,1992,879,NA,539,932,1465,218,293,895,667,380,537,1172,478,2583,1215,394,1624,647,1051,1036,835,3824,891,144,NA,34,6,174,497,15,8,291,698,647,NA,11,NA,NA,243,11,36939,5893373,434,171558,16928,3425727,2296088,NA
2020-08-31,37,174,4176,201,133,221,81,69,320,159,523,315,19,612,1668,883,1564,451,675,1042,114,241,860,713,187,266,696,368,1885,1498,311,326,274,1186,636,1818,2615,820,138,384,33,86,301,458,13,21,349,656,508,266,8,48,NA,247,5,31658,5925031,399,171957,30536,3456263,2296811,NA
2020-09-01,35,507,3712,351,181,280,88,108,405,233,296,304,18,605,1492,695,NA,718,491,1058,184,287,1382,666,240,981,982,273,7569,2226,612,689,634,2111,783,1396,4364,960,255,127,57,106,354,614,21,22,330,754,750,53,11,52,NA,108,5,41535,5966566,1021,172978,40650,3496913,2296675,NA
2020-09-02,66,519,4255,244,338,296,182,152,239,129,419,438,29,816,2128,859,1328,524,730,1458,267,421,1109,719,254,545,86,615,2402,1916,673,956,781,1129,583,1502,4334,847,132,102,28,14,288,456,19,12,305,708,791,76,2,47,NA,358,4,37630,6004196,1016,173994,50119,3547032,2283170,NA
2020-09-03,102,1092,5125,268,211,263,180,200,351,261,504,479,23,877,1360,1104,NA,685,1038,1397,362,474,1314,909,334,727,381,969,3571,2675,669,813,751,1656,1123,1715,3680,1049,200,101,58,104,393,693,45,38,378,889,1122,65,NA,66,1,127,1,42973,6047169,1066,175060,48957,3595989,2276120,NA
2020-09-04,120,728,5106,368,271,269,148,90,489,265,513,479,39,1067,5368,1030,1280,982,843,1605,344,192,1294,1013,259,1498,688,1094,3198,2066,680,822,823,2045,1556,1051,5482,1069,193,156,51,99,219,819,19,21,449,864,857,100,5,59,NA,32,6,50183,6097352,979,176039,80580,3676569,2244744,NA
2020-09-05,93,835,4956,334,220,281,145,146,390,255,433,501,13,1059,2806,1077,NA,838,914,1987,361,144,1314,1147,293,946,1038,515,3656,2194,641,NA,539,1561,935,1765,4486,932,247,NA,52,140,416,776,33,56,325,801,912,NA,5,52,1,142,17,43725,6141077,903,176942,30431,3707000,2257135,NA
2020-09-06,86,250,4905,285,162,190,100,59,508,188,388,399,39,751,1403,843,NA,NA,707,1232,297,81,724,420,220,893,488,687,2564,1651,254,1395,410,1086,631,1764,2995,1126,121,NA,41,151,370,512,13,23,311,729,681,NA,1,NA,NA,26,14,33174,6174251,442,177384,18970,3725970,2270897,NA
2020-09-07,33,198,3091,213,104,74,52,37,357,146,373,310,NA,408,1381,590,1694,1156,638,906,170,89,711,613,191,567,659,350,1838,608,215,309,242,1018,608,983,2060,602,154,NA,36,206,222,764,20,29,332,520,538,NA,3,NA,NA,423,9,26850,6201101,224,177608,32659,3758629,2264864,NA
2020-09-08,35,81,2676,187,66,240,65,37,137,165,326,NA,58,442,1392,386,NA,441,383,773,71,502,630,833,103,717,405,294,1823,1543,185,256,249,716,249,645,1421,792,80,417,47,59,168,356,14,18,277,557,483,349,3,42,1,96,1,22292,6223393,354,177962,38131,3796760,2248671,NA
2020-09-09,63,496,1616,246,98,329,87,87,154,116,314,464,37,415,1337,705,496,783,260,1362,238,440,902,876,168,857,701,385,2056,1937,458,1522,426,897,296,833,4000,777,116,89,25,65,182,336,14,23,323,576,896,84,2,45,NA,1,NA,30011,6253404,1044,179006,49335,3846095,2228303,NA
2020-09-10,124,461,3338,265,169,307,195,161,288,183,346,458,39,892,1953,758,NA,924,381,1116,333,456,1060,771,263,1547,687,398,2583,1836,599,464,517,1222,300,1650,4018,1131,189,222,25,93,363,503,29,56,424,757,562,106,5,88,NA,459,6,36080,6289484,1134,180140,33865,3879960,2229384,NA
2020-09-11,93,521,3326,307,167,333,122,134,260,211,656,544,46,761,2145,1262,976,1313,467,1569,241,468,1191,942,283,1369,830,1107,3650,1658,781,755,853,1532,2395,1622,3547,1084,147,233,81,93,443,646,30,47,474,880,956,123,7,17,NA,109,4,43811,6333295,1004,181144,38002,3917962,2234189,NA
2020-09-12,103,605,4107,415,129,217,140,98,414,291,572,465,30,783,2121,1056,NA,692,872,1974,467,267,1156,1017,320,1353,726,1799,3190,2124,556,NA,445,1454,854,1032,4233,1147,325,NA,59,167,435,809,32,32,449,849,864,NA,9,28,1,241,10,41534,6374829,808,181952,32392,3950354,2242523,NA
2020-09-13,62,384,4625,417,112,112,96,100,317,181,628,350,44,804,1462,1243,NA,NA,723,1613,426,80,743,695,201,1582,972,509,2423,1409,483,1281,254,1196,1838,933,1845,822,178,NA,40,123,267,577,27,44,297,725,76,NA,7,NA,NA,171,9,33506,6408335,383,182335,24595,3974949,2251051,NA
2020-09-14,75,213,2855,375,79,253,86,81,277,147,563,312,44,397,1373,736,1513,1088,638,1332,254,147,1039,869,163,771,504,408,1736,1023,299,492,144,845,772,2450,4011,728,116,569,30,88,235,536,25,18,334,583,1143,225,12,36,1,208,1,33252,6441587,397,182732,52877,4027826,2231029,NA
2020-09-15,42,484,2235,400,65,278,139,81,226,178,562,327,39,452,1466,689,NA,571,402,1317,233,307,883,1091,193,1348,514,730,3116,1496,545,371,505,1106,661,957,5301,859,153,136,65,200,286,599,14,34,436,766,1108,120,6,39,NA,229,4,34364,6475951,1027,183759,40260,4068086,2224106,NA
2020-09-16,49,698,2950,587,102,283,185,118,208,188,747,347,104,876,1941,580,971,680,462,1191,269,328,928,970,297,1408,710,862,2355,2223,575,508,711,1137,511,1856,6026,704,209,135,56,97,295,643,19,32,388,652,716,108,NA,47,NA,46,7,39095,6515046,1007,184766,51072,4119158,2211122,NA
2020-09-17,105,1753,3238,459,159,396,216,158,347,210,911,386,70,874,2056,837,NA,829,909,1747,390,449,955,1034,395,2034,574,992,3255,1847,450,478,701,1552,1137,1053,4047,997,228,220,47,84,419,631,24,34,569,896,886,130,3,32,1,382,6,42592,6557638,852,185618,35881,4155039,2216981,NA
2020-09-18,109,1282,3630,605,112,470,224,151,501,282,1117,404,73,1419,2120,1037,1415,695,1085,1795,507,968,991,1249,389,2533,721,871,3204,1834,622,979,497,1443,745,2357,3422,1130,244,141,62,48,431,543,34,47,487,790,676,132,1,29,NA,479,4,47136,6604774,902,186520,36855,4191894,2226360,NA
2020-09-19,85,609,4304,606,109,288,292,162,323,257,1077,597,30,866,2529,1076,NA,483,914,1387,377,410,808,1237,369,2283,1156,1078,3573,2284,816,NA,655,1229,742,942,3827,876,189,NA,50,83,569,682,30,59,461,986,1107,NA,4,43,NA,694,15,43628,6648402,716,187236,31799,4223693,2237473,NA
2020-09-20,93,467,4265,501,77,244,136,67,385,202,920,349,85,725,1402,746,NA,NA,1296,1328,351,286,705,1003,252,1665,677,563,2521,1134,370,936,277,1333,442,2075,2466,756,175,NA,53,117,340,412,40,27,453,862,722,NA,5,NA,6,262,12,34586,6682988,311,187547,26447,4250140,2245301,NA
2020-09-21,70,233,3294,542,56,410,130,104,232,194,622,300,65,624,1477,522,1674,1536,925,1463,286,305,804,1101,173,1271,754,641,1685,1184,301,243,192,800,390,895,9853,579,113,497,23,101,244,412,24,5,392,573,224,312,4,30,1,242,NA,39127,6722115,309,187856,49385,4299525,2234734,NA
2020-09-22,44,595,2630,654,63,446,271,107,262,318,650,345,42,547,1531,599,NA,504,480,1059,264,397,579,1164,320,1672,583,617,2470,882,581,752,465,1168,2522,739,17820,800,214,136,43,94,143,344,31,38,426,754,789,112,2,43,NA,88,7,48206,6770321,826,188682,46585,4346110,2235529,NA
2020-09-23,54,438,3146,616,167,396,212,197,509,190,877,509,137,1019,1848,711,1267,705,678,1580,473,493,824,1089,445,1762,464,982,2590,1457,577,431,552,952,765,1561,3045,525,116,155,29,69,542,385,26,17,408,665,792,133,1,45,NA,40,NA,37666,6807987,1140,189822,52797,4398907,2219258,NA
2020-09-24,128,568,3170,548,90,491,330,237,390,362,1198,536,120,1199,2257,899,NA,982,912,1365,470,453,920,1083,463,2392,981,1086,2541,1368,454,577,737,1688,850,835,4667,822,179,157,56,117,455,503,34,37,564,955,796,134,2,28,NA,717,14,42917,6850904,909,190731,38668,4437575,2222598,NA
2020-09-25,122,515,3400,709,112,523,322,263,556,449,1411,988,97,1182,2514,1171,1366,929,1177,1978,434,431,1051,1276,457,2504,798,897,2847,1468,758,706,722,1579,1035,1910,4633,835,238,115,57,138,454,559,14,41,548,908,752,130,7,23,NA,712,6,48567,6899471,883,191614,43144,4480719,2227138,NA
2020-09-26,113,459,4197,584,127,539,343,205,602,267,1017,604,33,907,2441,1142,NA,901,1470,1725,495,434,988,990,579,2817,653,809,2795,1359,762,NA,645,1663,1282,1437,4886,890,173,NA,52,71,515,613,22,36,750,1005,983,NA,8,68,NA,296,NA,45752,6945223,846,192460,43389,4524108,2228655,NA
2020-09-27,114,411,4071,569,98,205,200,152,373,239,1068,439,162,841,1604,901,NA,NA,1075,1392,344,467,730,823,408,2217,670,487,1882,812,373,923,182,1273,571,2104,1694,561,185,NA,35,104,594,431,28,51,698,866,906,NA,3,1,1,533,21,34892,6980115,301,192761,36348,4560456,2226898,NA
2020-09-28,116,273,2955,411,87,422,306,141,463,174,827,369,117,562,1709,872,2037,1308,904,130,259,515,880,861,197,1726,501,807,738,596,387,240,190,864,540,737,4090,410,151,560,14,129,367,477,14,36,559,834,645,243,3,35,NA,660,1,33189,7013304,257,193018,49180,4609636,2211171,NA
2020-09-29,124,674,2162,535,87,511,311,172,404,297,694,404,51,636,1362,744,NA,898,809,1486,418,466,984,1025,259,2367,494,706,3266,1025,656,533,589,763,1046,879,4062,817,162,182,36,142,450,431,22,25,456,1189,924,132,4,53,NA,444,NA,37368,7050672,745,193763,39047,4648683,2208226,NA
2020-09-30,103,323,3200,511,120,614,347,278,385,218,906,480,98,1202,2273,953,1120,1054,687,1351,445,520,926,980,392,2319,1015,942,1948,1720,674,409,552,1372,128,1528,5683,653,145,221,26,82,510,414,47,33,712,1000,1056,192,3,45,NA,199,5,43119,7093791,1017,194780,51023,4699706,2199300,NA
2020-10-01,124,705,3062,682,105,513,429,226,430,353,1008,594,124,1035,2166,1157,NA,891,1066,1799,372,621,1247,1170,747,2887,598,1124,2628,1308,657,551,696,2086,164,1293,3534,376,166,192,32,174,708,785,41,51,614,1382,898,166,3,60,NA,176,3,43979,7137770,861,195641,36915,4736621,2205505,NA
2020-10-02,126,551,3590,680,86,677,355,339,772,301,1107,694,119,1154,2206,1464,1362,780,1166,1485,476,792,1359,1190,386,2745,827,958,2660,1300,772,817,672,1608,579,971,3503,860,275,555,65,150,753,712,35,217,740,1598,1084,162,13,69,3,329,NA,48249,7186019,820,196461,40203,4776824,2212734,NA
2020-10-03,143,636,2159,657,133,464,501,296,526,348,1068,609,126,946,2442,1419,NA,1158,1421,1708,440,426,1095,1189,464,2892,737,746,2787,1444,1022,NA,609,2006,1587,1192,7006,1073,137,NA,50,188,600,597,20,63,947,1731,NA,NA,10,82,NA,299,1,48200,7234219,745,197206,41685,4818509,2218504,NA
2020-10-04,188,355,4293,521,70,262,279,181,392,259,1393,455,131,635,1453,1087,NA,NA,1039,1326,416,404,870,569,432,1865,719,488,1868,847,520,893,321,558,623,1615,2884,960,161,NA,46,118,626,471,24,48,626,1222,2095,NA,7,NA,NA,230,NA,36845,7271064,363,197569,30529,4849038,2224457,NA
2020-10-05,208,316,3055,461,50,458,212,155,337,279,1105,402,114,387,1853,830,1597,1407,973,987,312,452,999,665,180,1696,477,417,1415,789,469,218,215,2248,540,2489,3409,556,119,823,28,120,465,501,19,35,511,933,662,343,32,54,2,363,5,37737,7308801,341,197910,46040,4895078,2215813,NA
2020-10-06,139,864,1677,654,83,660,500,315,479,291,716,387,91,578,1617,970,NA,903,941,1165,502,498,1222,1364,278,2020,632,641,2251,936,692,532,975,1268,684,1676,4132,548,172,121,105,103,454,413,20,51,629,1393,927,177,4,65,NA,238,1,38752,7347553,626,198536,40467,4935545,2213472,NA
2020-10-07,126,604,2764,731,108,671,716,425,431,294,1007,545,115,966,2630,1281,1244,1016,911,1068,493,639,1298,1006,557,2319,738,809,2582,1492,1798,1053,563,1466,534,2080,4121,475,173,123,45,84,509,460,28,69,508,1360,1182,180,6,50,NA,23,1,46477,7394030,899,199435,47835,4983380,2211215,NA
2020-10-08,127,863,3575,863,101,673,614,384,480,482,1501,710,165,1501,3059,1450,NA,1197,1271,1505,527,663,1465,1212,528,3132,372,1265,3306,1265,682,524,578,2219,885,1992,4238,1495,180,384,68,132,409,761,37,78,1298,1836,1291,269,11,66,NA,352,2,54043,7448073,950,200385,41813,5025193,2222495,NA
2020-10-09,177,683,3806,834,154,662,722,485,766,410,1343,642,195,1408,2818,1816,1855,1095,1390,2008,656,1085,1734,1524,750,2988,1236,1167,2908,1625,805,257,862,1803,814,1556,4036,971,353,290,78,145,734,734,27,92,865,1592,1258,249,8,55,NA,316,NA,56842,7504915,919,201304,39107,5064300,2239311,NA
2020-10-10,249,894,4170,1023,71,613,718,481,806,398,1354,475,112,1064,2905,1918,NA,1522,1516,5066,588,743,1284,1533,690,2742,1001,908,1816,1237,807,NA,957,2124,882,1646,4230,1005,181,NA,75,171,587,636,30,122,864,1447,1641,NA,11,67,2,232,1,55615,7560530,643,201947,25542,5089842,2268741,NA
2020-10-11,255,597,3803,819,101,365,585,261,380,338,1200,827,138,1182,2727,1570,NA,NA,1440,NA,637,495,1195,766,542,2676,689,613,3754,1140,696,1181,294,1638,734,2068,2418,698,209,NA,66,132,570,562,23,51,751,1143,1119,NA,11,NA,NA,218,NA,43677,7604207,464,202411,38320,5128162,2273634,NA
2020-10-12,191,475,3449,576,42,597,423,379,569,205,988,NA,152,492,2742,1574,2055,1809,1171,NA,472,457,1362,797,346,1956,633,654,1533,902,473,60,296,1232,593,2965,2648,690,149,1339,38,159,765,504,16,65,469,1029,987,NA,8,114,NA,228,NA,41828,7646035,283,202694,56453,5184615,2258726,NA
2020-10-13,151,684,2378,1048,61,584,486,351,487,313,987,913,112,708,2851,1549,NA,1237,1135,NA,508,704,1357,1309,418,3279,860,680,2725,993,469,682,713,1537,721,1147,5130,1036,240,320,46,105,632,482,16,71,988,1393,1185,666,10,96,NA,135,3,46691,7692726,731,203425,41812,5226427,2263033,NA
2020-10-14,143,901,2666,692,99,645,599,577,479,380,1144,734,174,1153,2862,1165,1293,1359,1189,4449,702,924,1880,1122,813,3107,662,1079,2883,1297,979,320,876,1619,766,1709,4826,682,216,164,64,71,518,575,31,70,938,1232,1097,204,3,75,NA,490,1,54696,7747422,848,204273,52326,5278753,2264397,NA
2020-10-15,152,1113,3329,1141,90,718,723,668,655,365,1498,676,175,1395,4015,1943,NA,2030,1102,1875,706,961,2069,1221,700,3747,914,1278,3356,1640,837,743,1322,2247,1140,2289,4726,1078,236,167,34,95,568,630,15,77,971,1460,1444,274,14,86,NA,318,2,61028,7808450,889,205162,41386,5320139,2283148,NA
2020-10-16,226,738,3075,1312,89,1094,662,812,716,410,1496,709,248,1379,4554,2283,1700,2015,2280,2017,864,1286,2047,1472,720,3861,1065,1015,3449,1609,1028,774,1116,2370,930,666,5870,1009,358,802,89,164,702,781,37,88,810,1707,1375,253,12,111,3,227,NA,66485,7874935,863,206025,75262,5395401,2273509,NA
2020-10-17,211,921,2979,1139,96,878,638,573,967,381,1340,777,142,1451,3629,2482,NA,1791,1673,2357,744,620,2137,1195,771,NA,972,883,4044,1534,991,NA,751,1865,856,2646,4885,942,185,NA,79,218,550,798,40,111,934,1784,1681,NA,11,79,6,119,6,56862,7931797,775,206800,36791,5432192,2292799,NA
2020-10-18,220,742,2862,933,82,510,588,445,609,216,1097,530,194,856,4245,1605,NA,NA,1706,1768,717,734,1434,796,628,3928,831,644,2539,1174,685,1143,NA,2208,739,2605,3216,770,239,NA,36,151,744,530,26,69,1275,1390,1198,NA,11,58,NA,418,NA,50144,7981941,404,207204,25492,5457684,2317053,NA
2020-10-19,202,748,3474,1072,37,698,569,514,582,262,1168,460,251,604,3113,1584,2113,2909,1611,1405,659,749,1752,774,565,3777,745,531,1707,752,543,201,586,1089,576,3317,4748,601,186,1191,25,103,827,497,14,52,1192,998,1006,656,9,81,NA,427,NA,54312,8036253,436,207640,45584,5503268,2325345,NA
2020-10-20,211,1040,3286,1208,88,873,703,594,656,342,1081,489,146,689,3714,1498,NA,1586,1080,1524,1029,592,1862,1475,562,4591,744,844,3662,1128,970,699,730,1403,777,1508,5030,774,185,434,50,129,821,590,18,82,988,1201,1355,302,10,130,2,447,2,55934,8092187,827,208467,42351,5545619,2338101,NA
2020-10-21,212,975,3707,1267,77,987,619,819,565,307,1363,724,235,1361,4342,1732,1488,1597,1047,1244,499,899,2239,1307,565,4205,879,1155,2144,1312,1120,718,801,1495,686,2292,5252,785,151,416,53,50,646,492,40,89,1030,2026,1239,474,15,82,NA,132,6,59962,8152149,1131,209598,56497,5602116,2340435,NA
2020-10-22,232,994,2940,1373,102,950,928,662,789,367,1543,651,232,1394,4942,2850,NA,1873,1566,1854,887,977,2326,1628,946,3413,1047,1202,5558,1785,1017,772,958,2131,951,2046,6291,1062,243,502,39,153,986,743,30,77,1162,1628,1835,471,16,88,NA,87,3,69302,8221451,966,210564,53185,5655301,2355586,NA
2020-10-23,281,976,6141,1350,129,1073,863,791,813,538,1960,820,381,1580,3874,2467,1774,1826,1683,1811,887,1225,2445,1373,1132,4378,973,1337,3689,2224,1025,699,795,2423,851,3606,6472,944,284,679,72,159,968,712,31,118,1045,1637,1953,524,29,85,NA,1152,NA,77057,8298508,908,211472,42860,5698161,2388875,NA
2020-10-24,371,890,5945,1828,89,1021,639,872,1146,399,1608,919,259,1883,6161,2741,NA,3338,2242,2918,935,705,2659,1829,853,4062,1031,1183,4471,1846,1460,NA,1212,2274,601,2574,6499,839,236,NA,97,160,1128,796,33,126,1909,2061,1863,NA,27,34,NA,116,2,78890,8377398,865,212337,43450,5741611,2423448,NA
2020-10-25,523,1391,5219,1689,119,650,738,823,891,354,1765,649,219,1212,4062,2153,NA,NA,1678,2043,845,582,2175,1051,1017,3626,935,797,2385,1318,1352,972,NA,1712,1307,3500,4304,825,140,NA,61,114,1097,792,46,90,1129,1632,1567,NA,30,41,NA,665,NA,62285,8439683,366,212703,30887,5772498,2454482,NA
2020-10-26,348,801,2981,2211,37,697,621,723,475,335,1201,587,387,818,4729,1974,2446,3881,1562,1527,522,702,2035,663,525,2883,820,612,3377,958,805,227,675,1605,803,2279,4700,759,247,2047,45,207,1216,565,30,69,1216,1191,1310,906,10,120,4,461,3,62938,8502621,435,213138,61326,5833824,2455659,NA
2020-10-27,382,1158,3188,1433,64,882,845,583,730,372,1145,527,252,1050,4000,1983,NA,2367,2153,1695,889,877,2331,1010,990,5262,738,952,4298,1491,1285,922,854,1910,856,1908,7292,912,346,538,94,81,1025,897,42,134,1647,1991,2473,421,30,82,NA,263,2,69652,8572273,906,214044,44140,5877964,2480265,NA
2020-10-28,355,1043,4515,1475,61,862,620,657,571,420,1575,716,253,2134,6110,2548,3369,3271,1798,1915,777,1169,2382,743,1095,3815,941,961,4115,1653,1400,452,1000,1846,675,2446,5627,969,249,490,67,143,1137,684,77,110,1666,2031,1997,499,7,48,NA,66,NA,75605,8647878,1008,215052,55248,5933212,2499614,NA
2020-10-29,359,1315,4191,1806,77,961,887,1078,1075,565,1837,814,301,2391,6363,3618,NA,3675,2845,3061,1223,1605,3413,1041,918,4870,1157,1072,4198,1823,1376,394,970,2626,867,2660,6826,1076,334,1319,101,161,1243,962,79,127,1550,2499,1965,368,21,83,NA,752,NA,86898,8734776,1034,216086,50133,5983345,2535345,NA
