city_source,ADM2_source,ADM1_source,country_source,country_code_source,city_destination,ADM2_destination,ADM1_destination,country_destination,country_code_destination,travel_advisor,travel_advisor_type,travel_restriction_date,travel_restriction_date_end,strict_restrictions,notes,tr_source1,accessed_date1,who_by1,tr_source2,accessed_date2,who_by2,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Czechia,CZ,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Denmark,DK,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Estonia,EE,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Finland,FI,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,France,FR,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Germany,DE,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Greece,GR,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Hungary,HU,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iceland,IE,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Latvia,LV,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Liechtenstein,,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Lithuania,LT,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Luxembourg,LU,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Malta,MT,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Netherlands,NL,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Norway,NO,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Poland,PL,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Portugal,PT,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Slovakia,SK,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Slovenia,SI,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,South Korea,KR,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Spain,ES,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Sweden,SE,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Switzerland,CH,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,United Kingdom,GB,,,,Honduras,HN,,,2020-03-15,,no non-residents allowed,"Passengers arriving from Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and United Kingdom are not allowed to enter Honduras. This does not apply to nationals of Honduras. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,Hubei Province,China,CN,,,,Hong Kong,HK,,,2020-01-27,,no non-residents allowed,residents from Hubei Province and persons who visited the Hubei Province in the past 14 days will not be permitted to enter Hong Kong until further notice,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-02-12,TCO,https://www.info.gov.hk/gia/general/202001/26/P2020012600751.htm,2020-02-26,CAS,,,,,,,,,,,,,,,,,,
